issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0579,Medium,Review,Statistical assumption,whitlow_1978_thesis,es105,106,c_sd; ex_sd,1.9596; 1.7535,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0580,Medium,Review,Statistical assumption,whitlow_1978_thesis,es106,107,c_sd; ex_sd,1.3191; 1.542,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0581,Medium,Review,Statistical assumption,whitlow_1978_thesis,es107,108,c_sd; ex_sd,1.3191; 1.4222,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0582,Medium,Review,Statistical assumption,whitlow_1978_thesis,es108,109,c_sd; ex_sd,1.49; 1.4081,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0583,Medium,Review,Statistical assumption,whitlow_1978_thesis,es109,110,c_sd; ex_sd,1.49; 1.3532,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0584,Medium,Review,Statistical assumption,whitlow_1978_thesis,es110,111,c_sd; ex_sd,1.0677; 1.6041,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0585,Medium,Review,Statistical assumption,whitlow_1978_thesis,es111,112,c_sd; ex_sd,1.0677; 1.6913,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0586,Medium,Review,Statistical assumption,whitlow_1978_thesis,es112,113,c_sd; ex_sd,6.7651; 8.4397,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0587,Medium,Review,Statistical assumption,whitlow_1978_thesis,es113,114,c_sd; ex_sd,6.7651; 7.802,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0588,Medium,Review,Statistical assumption,whitlow_1978_thesis,es114,115,c_sd; ex_sd,5.6335; 6.5422,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0589,Medium,Review,Statistical assumption,whitlow_1978_thesis,es115,116,c_sd; ex_sd,5.6335; 6.0731,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0590,Medium,Review,Statistical assumption,whitlow_1978_thesis,es116,117,c_sd; ex_sd,4.3726; 5.1708,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0591,Medium,Review,Statistical assumption,whitlow_1978_thesis,es117,118,c_sd; ex_sd,4.3726; 3.9682,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0592,Medium,Review,Statistical assumption,whitlow_1978_thesis,es118,119,c_sd; ex_sd,2.0131; 1.9186,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0593,Medium,Review,Statistical assumption,whitlow_1978_thesis,es119,120,c_sd; ex_sd,2.0131; 1.9256,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0594,Medium,Review,Statistical assumption,whitlow_1978_thesis,es120,121,c_sd; ex_sd,1.8742; 2.3813,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0595,Medium,Review,Statistical assumption,whitlow_1978_thesis,es121,122,c_sd; ex_sd,1.8742; 2.1914,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0596,Medium,Review,Statistical assumption,whitlow_1978_thesis,es122,123,c_sd; ex_sd,1.9616; 1.9209,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0597,Medium,Review,Statistical assumption,whitlow_1978_thesis,es123,124,c_sd; ex_sd,1.9616; 1.7535,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0598,Medium,Review,Statistical assumption,whitlow_1978_thesis,es124,125,c_sd; ex_sd,1.5443; 1.542,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0599,Medium,Review,Statistical assumption,whitlow_1978_thesis,es125,126,c_sd; ex_sd,1.5443; 1.4222,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0600,Medium,Review,Statistical assumption,whitlow_1978_thesis,es126,127,c_sd; ex_sd,1.2357; 1.4081,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0601,Medium,Review,Statistical assumption,whitlow_1978_thesis,es127,128,c_sd; ex_sd,1.2357; 1.3532,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0602,Medium,Review,Statistical assumption,whitlow_1978_thesis,es128,129,c_sd; ex_sd,1.6658; 1.6041,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0603,Medium,Review,Statistical assumption,whitlow_1978_thesis,es129,130,c_sd; ex_sd,1.6658; 1.6913,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 5 and Metadigitise_figs/whitlow_1978_thesis_fig5.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0604,High,Confirmed,Author raw-data reconciliation,abramova_2020_genpath,es162,163,ex_sd,28.588,28.935591,"The experimental mean and n identify the US male sucrose-index row, but the stored SD differs from the author-data descriptive statistic.",included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,tidy_all row 150; sheet=sucrose; group_code=US; sex=m; variable=Индекс,Replace ex_sd with the source descriptive SD and recalculate ex_se.
I0605,Medium,Confirmed,Source traceability,abramova_2023_biopsy,es164,165,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,The referenced workbook name does not exist; this is the available calculation/source workbook used for reconciliation.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract,Use the exact filename/path in the corrected copy.
I0606,Medium,Confirmed,Source traceability,abramova_2023_biopsy,es165,166,data_file,abramova_2023_biopsy_data.xlsx,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,The referenced workbook name does not exist; this is the available calculation/source workbook used for reconciliation.,included_studies/abramova_2023_biopsy/abramova_2023_biopsy_data_calculations.xlsx,Table1_Extract,Use the exact filename/path in the corrected copy.
